,Unnamed: 0,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,dataset
1110,1110,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,2,130,0.0,train
1111,1111,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,3,7,0.0,train
1112,1112,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,10,0.0,train
1113,1113,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,>4,46,0.0,train
1114,1114,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,38,0.0,train
1115,1115,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,4,22,1.0,train
1116,1116,0.55,Male,No relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,156,1.0,train
1117,1117,0.92,Male,No relevent experience,Full time course,High School,STEM,4,50-99,Pvt Ltd,1,28,1.0,train
1118,1118,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,5,1000-4999,Pvt Ltd,1,99,0.0,train
1119,1119,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,2,72,0.0,train
1120,1120,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,1,20,0.0,train
1121,1121,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,178,0.0,train
1122,1122,0.897,Male,No relevent experience,Full time course,Phd,STEM,14,10/49,Public Sector,1,12,1.0,train
1123,1123,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,4,50,0.0,train
1124,1124,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,32,0.0,train
1125,1125,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,2,6,0.0,train
1126,1126,0.897,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,1000-4999,Pvt Ltd,4,6,0.0,train
1127,1127,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,>4,125,1.0,train
1128,1128,0.698,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,1,150,0.0,train
1129,1129,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,47,1.0,train
1130,1130,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,1,48,0.0,train
1131,1131,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,55,1.0,train
1132,1132,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,28,0.0,train
1133,1133,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,20,0.0,train
1134,1134,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Public Sector,1,10,0.0,train
1135,1135,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,>4,22,0.0,train
1136,1136,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,4,1.0,train
1137,1137,0.92,Female,No relevent experience,no_enrollment,Graduate,No Major,16,50-99,Pvt Ltd,1,104,0.0,train
1138,1138,0.866,Male,No relevent experience,no_enrollment,High School,STEM,2,500-999,Pvt Ltd,never,148,0.0,train
1139,1139,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,15,0.0,train
1140,1140,0.754,Male,Has relevent experience,Part time course,Graduate,Humanities,11,50-99,Pvt Ltd,>4,166,0.0,train
1141,1141,0.897,Male,No relevent experience,no_enrollment,Masters,Humanities,>20,50-99,Pvt Ltd,4,163,0.0,train
1142,1142,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,12,1.0,train
1143,1143,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,2,<10,Funded Startup,2,113,0.0,train
1144,1144,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,NGO,1,12,0.0,train
1145,1145,0.624,Female,No relevent experience,Full time course,High School,STEM,3,50-99,Pvt Ltd,never,242,0.0,train
1146,1146,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,3,1.0,train
1147,1147,0.769,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,50,0.0,train
1148,1148,0.682,Male,No relevent experience,Full time course,Primary School,STEM,3,50-99,Pvt Ltd,never,73,0.0,train
1149,1149,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,6,0.0,train
1150,1150,0.897,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,46,1.0,train
1151,1151,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,12,0.0,train
1152,1152,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Public Sector,>4,7,1.0,train
1153,1153,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,1,63,0.0,train
1154,1154,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,2,54,0.0,train
1155,1155,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,13,10/49,NGO,3,50,0.0,train
1156,1156,0.5579999999999999,Male,No relevent experience,Full time course,Graduate,Other,4,50-99,Pvt Ltd,1,43,1.0,train
1157,1157,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,70,0.0,train
1158,1158,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,140,0.0,train
1159,1159,0.855,Male,Has relevent experience,Part time course,Masters,STEM,1,10000+,Pvt Ltd,1,47,0.0,train
1160,1160,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,8,0.0,train
1161,1161,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Public Sector,1,98,0.0,train
1162,1162,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,7,500-999,Pvt Ltd,1,27,0.0,train
1163,1163,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,3,88,0.0,train
1164,1164,0.6890000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,never,43,0.0,train
1165,1165,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,1,88,0.0,train
1166,1166,0.624,Male,No relevent experience,no_enrollment,High School,STEM,3,50-99,Pvt Ltd,1,145,0.0,train
1167,1167,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,48,1.0,train
1168,1168,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,24,1.0,train
1169,1169,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,78,0.0,train
1170,1170,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,12,50-99,Pvt Ltd,never,94,0.0,train
1171,1171,0.624,Male,No relevent experience,Full time course,High School,STEM,6,50-99,Pvt Ltd,never,196,0.0,train
1172,1172,0.887,Female,No relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,218,0.0,train
1173,1173,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,155,1.0,train
1174,1174,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,500-999,Pvt Ltd,>4,61,0.0,train
1175,1175,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,1,12,1.0,train
1176,1176,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,101,0.0,train
1177,1177,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Early Stage Startup,1,202,1.0,train
1178,1178,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,never,15,1.0,train
1179,1179,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,>4,90,0.0,train
1180,1180,0.527,Male,No relevent experience,Full time course,High School,STEM,2,50-99,Pvt Ltd,1,9,0.0,train
1181,1181,0.624,Male,No relevent experience,no_enrollment,High School,STEM,7,50-99,Pvt Ltd,never,136,1.0,train
1182,1182,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Funded Startup,1,26,1.0,train
1183,1183,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,never,54,0.0,train
1184,1184,0.92,Male,No relevent experience,no_enrollment,High School,STEM,4,50-99,Pvt Ltd,never,21,0.0,train
1185,1185,0.855,Male,No relevent experience,Part time course,Graduate,STEM,10,50-99,Pvt Ltd,2,11,0.0,train
1186,1186,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,109,0.0,train
1187,1187,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,1,57,0.0,train
1188,1188,0.897,Female,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,never,146,0.0,train
1189,1189,0.624,Male,No relevent experience,Full time course,High School,STEM,7,50-99,Pvt Ltd,never,88,1.0,train
1190,1190,0.926,Male,No relevent experience,Full time course,High School,STEM,15,50-99,Pvt Ltd,never,21,0.0,train
1191,1191,0.926,Male,No relevent experience,no_enrollment,High School,STEM,4,50-99,Pvt Ltd,never,104,0.0,train
1192,1192,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,4,4,0.0,train
1193,1193,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,3,60,0.0,train
1194,1194,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,304,1.0,train
1195,1195,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,78,0.0,train
1196,1196,0.83,Male,Has relevent experience,no_enrollment,High School,STEM,5,50-99,Pvt Ltd,never,162,0.0,train
1197,1197,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,2,3,0.0,train
1198,1198,0.926,Male,No relevent experience,no_enrollment,Graduate,Business Degree,2,50-99,Pvt Ltd,1,15,0.0,train
1199,1199,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,116,0.0,train
1200,1200,0.92,Male,No relevent experience,no_enrollment,Primary School,STEM,<1,50-99,Pvt Ltd,1,166,0.0,train
1201,1201,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Funded Startup,2,83,1.0,train
1202,1202,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,1000-4999,NGO,>4,74,0.0,train
1203,1203,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,2,82,0.0,train
1204,1204,0.73,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Public Sector,>4,21,0.0,train
1205,1205,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,99,0.0,train
1206,1206,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,10/49,Pvt Ltd,2,45,0.0,train
1207,1207,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Early Stage Startup,2,3,1.0,train
1208,1208,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,never,34,1.0,train
1209,1209,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,never,111,1.0,train
1210,1210,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,16,50-99,Funded Startup,1,70,0.0,train
1211,1211,0.698,Male,No relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,never,82,1.0,train
1212,1212,0.764,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,48,0.0,train
1213,1213,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,284,1.0,train
1214,1214,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,>4,24,1.0,train
1215,1215,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8,10000+,Pvt Ltd,1,6,1.0,train
1216,1216,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,50-99,Pvt Ltd,1,8,1.0,train
1217,1217,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,2,1.0,train
1218,1218,0.92,Male,No relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,1,9,1.0,train
1219,1219,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,never,278,0.0,train
1220,1220,0.949,Male,No relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,2,76,0.0,train
1221,1221,0.68,Male,No relevent experience,no_enrollment,Graduate,Business Degree,10,10/49,Pvt Ltd,never,22,0.0,train
1222,1222,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,36,0.0,train
1223,1223,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,56,0.0,train
1224,1224,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,123,0.0,train
1225,1225,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Pvt Ltd,1,36,0.0,train
1226,1226,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,43,0.0,train
1227,1227,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Early Stage Startup,1,24,0.0,train
1228,1228,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,94,0.0,train
1229,1229,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,20,0.0,train
1230,1230,0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,never,22,1.0,train
1231,1231,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,4,50-99,Pvt Ltd,2,166,0.0,train
1232,1232,0.939,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,never,48,0.0,train
1233,1233,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,1,85,0.0,train
1234,1234,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Funded Startup,>4,15,0.0,train
1235,1235,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,NGO,never,24,0.0,train
1236,1236,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,34,1.0,train
1237,1237,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,never,17,0.0,train
1238,1238,0.555,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,never,25,1.0,train
1239,1239,0.6890000000000001,Male,No relevent experience,Full time course,Primary School,STEM,4,50-99,Pvt Ltd,1,42,1.0,train
1240,1240,0.795,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,never,54,0.0,train
1241,1241,0.624,Male,Has relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,never,24,1.0,train
1242,1242,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,60,1.0,train
1243,1243,0.887,Male,No relevent experience,no_enrollment,High School,STEM,4,50-99,Pvt Ltd,1,72,1.0,train
1244,1244,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,>4,26,0.0,train
1245,1245,0.925,Male,Has relevent experience,no_enrollment,Graduate,Arts,16,50-99,Pvt Ltd,1,28,0.0,train
1246,1246,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Early Stage Startup,never,102,0.0,train
1247,1247,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,13,0.0,train
1248,1248,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,18,0.0,train
1249,1249,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10/49,Pvt Ltd,1,284,0.0,train
1250,1250,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,31,1.0,train
1251,1251,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Public Sector,>4,28,1.0,train
1252,1252,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,2,13,0.0,train
1253,1253,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Public Sector,never,82,1.0,train
1254,1254,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,30,0.0,train
1255,1255,0.92,Female,No relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,1,30,0.0,train
1256,1256,0.91,Male,Has relevent experience,no_enrollment,Graduate,Other,6,100-500,Funded Startup,1,38,0.0,train
1257,1257,0.754,Male,Has relevent experience,Full time course,High School,STEM,7,50-99,Pvt Ltd,1,76,1.0,train
1258,1258,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,2,7,0.0,train
1259,1259,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,77,1.0,train
1260,1260,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,10/49,Early Stage Startup,1,21,0.0,train
1261,1261,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,52,0.0,train
1262,1262,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,29,1.0,train
1263,1263,0.527,Male,No relevent experience,Full time course,High School,STEM,4,50-99,Pvt Ltd,never,56,1.0,train
1264,1264,0.92,Male,Has relevent experience,Full time course,High School,STEM,8,10000+,Pvt Ltd,1,39,0.0,train
1265,1265,0.855,Male,No relevent experience,Full time course,Masters,Business Degree,1,500-999,Pvt Ltd,never,11,0.0,train
1266,1266,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,11,0.0,train
1267,1267,0.698,Male,No relevent experience,no_enrollment,High School,STEM,1,50-99,Pvt Ltd,never,98,0.0,train
1268,1268,0.5579999999999999,Male,No relevent experience,Part time course,Graduate,STEM,2,10/49,Pvt Ltd,never,71,1.0,train
1269,1269,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,22,0.0,train
1270,1270,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,23,1.0,train
1271,1271,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,1,332,0.0,train
1272,1272,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,81,0.0,train
1273,1273,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,62,0.0,train
1274,1274,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,4,31,0.0,train
1275,1275,0.921,Male,Has relevent experience,no_enrollment,High School,STEM,14,100-500,Pvt Ltd,1,26,0.0,train
1276,1276,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,Other,>20,50-99,Pvt Ltd,never,21,0.0,train
1277,1277,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,19,1.0,train
1278,1278,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,2,19,0.0,train
1279,1279,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,2,44,0.0,train
1280,1280,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,4,20,0.0,train
1281,1281,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,98,0.0,train
1282,1282,0.893,Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,4,178,0.0,train
1283,1283,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Funded Startup,2,62,0.0,train
1284,1284,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,81,0.0,train
1285,1285,0.767,Male,Has relevent experience,Full time course,Graduate,STEM,3,<10,Funded Startup,2,71,1.0,train
1286,1286,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,>4,72,0.0,train
1287,1287,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,45,0.0,train
1288,1288,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,NGO,2,17,1.0,train
1289,1289,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,146,0.0,train
1290,1290,0.884,Female,No relevent experience,no_enrollment,Phd,STEM,>20,50-99,Public Sector,>4,27,0.0,train
1291,1291,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,23,1.0,train
1292,1292,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,8,0.0,train
1293,1293,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Public Sector,never,36,0.0,train
1294,1294,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,>4,72,0.0,train
1295,1295,0.91,Male,No relevent experience,Part time course,Graduate,STEM,3,<10,Pvt Ltd,never,44,0.0,train
1296,1296,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,50,1.0,train
1297,1297,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,16,0.0,train
1298,1298,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,2,31,1.0,train
1299,1299,0.92,Male,No relevent experience,Full time course,High School,STEM,2,50-99,Pvt Ltd,1,9,0.0,train
1300,1300,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Other,1,14,0.0,train
1301,1301,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,50-99,Public Sector,2,310,0.0,train
1302,1302,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,94,0.0,train
1303,1303,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,3,9,1.0,train
1304,1304,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Funded Startup,1,88,0.0,train
1305,1305,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,<1,50-99,Pvt Ltd,2,26,1.0,train
1306,1306,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,5,500-999,Pvt Ltd,1,11,0.0,train
1307,1307,0.8270000000000001,Male,No relevent experience,no_enrollment,Masters,Business Degree,2,1000-4999,Pvt Ltd,1,36,0.0,train
1308,1308,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,44,0.0,train
1309,1309,0.725,Male,No relevent experience,Full time course,Graduate,Other,7,50-99,Pvt Ltd,never,112,1.0,train
1310,1310,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Funded Startup,2,46,1.0,train
1311,1311,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,28,1.0,train
1312,1312,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,20,10/49,Early Stage Startup,1,22,0.0,train
1313,1313,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,44,0.0,train
1314,1314,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,3,32,0.0,train
1315,1315,0.91,Male,Has relevent experience,no_enrollment,High School,STEM,19,100-500,Public Sector,>4,23,0.0,train
1316,1316,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,>4,47,1.0,train
1317,1317,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,2,78,0.0,train
1318,1318,0.926,Male,Has relevent experience,no_enrollment,Masters,Other,7,1000-4999,Pvt Ltd,never,57,0.0,train
1319,1319,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,69,0.0,train
1320,1320,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,10000+,Public Sector,>4,69,0.0,train
1321,1321,0.924,Male,Has relevent experience,no_enrollment,Phd,STEM,12,<10,Funded Startup,1,51,0.0,train
1322,1322,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,84,0.0,train
1323,1323,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,42,0.0,train
1324,1324,0.926,Male,Has relevent experience,no_enrollment,High School,STEM,11,50-99,Pvt Ltd,1,9,0.0,train
1325,1325,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,6,1.0,train
1326,1326,0.92,Female,Has relevent experience,no_enrollment,Graduate,No Major,3,50-99,Pvt Ltd,1,33,1.0,train
1327,1327,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,55,1.0,train
1328,1328,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,20,100-500,NGO,4,35,0.0,train
1329,1329,0.893,Male,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,never,222,0.0,train
1330,1330,0.926,Male,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,2,212,0.0,train
1331,1331,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,never,250,0.0,train
1332,1332,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,3,36,0.0,train
1333,1333,0.893,Male,Has relevent experience,no_enrollment,High School,STEM,12,50-99,Pvt Ltd,2,4,0.0,train
1334,1334,0.55,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,2,80,0.0,train
1335,1335,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,never,44,1.0,train
1336,1336,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,33,0.0,train
